Attribute,Description,Valid Values,Requires,Properties,Required,Parent,Requires Component,Source,
transcriptQuantificationMethod,Method for quantifying abundance of transcript expression.,"kallisto, RSEM, featureCounts, bedtools multicov",,,TRUE,analysis,,,
Weighted correlation network analysis,A data mining method typically used for studying biological networks based on pairwise correlations between variables.,,,,FALSE,statisticalNetworkReconstructionMethod,,http://edamontology.org/operation_3766,
SPARROW,Sparse conditional independence graph construction from gene expression data using a variational Bayes spike regression neighorhood selection method.,,,,FALSE,statisticalNetworkReconstructionMethod,,https://www.ncbi.nlm.nih.gov/pubmed/?term=25583238,
Lasso,Sparse conditional independence graph construction from gene expression data using an L1 penalized regression neighborhood selection method.,,,,FALSE,statisticalNetworkReconstructionMethod,,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-10-384,
ridge,Conditional independence graph construction from gene expression using an L2^2 penalized regression neighborhood selection method.,,,,FALSE,statisticalNetworkReconstructionMethod,,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-10-384,
GENIE3,Gene expression network reconstruction using random forests.,,,,FALSE,statisticalNetworkReconstructionMethod,,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0012776,
TIGRESS,Gene expression network reconstruction using stability selection.,,,,FALSE,statisticalNetworkReconstructionMethod,,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-6-145,
ARACNE,Gene expression network reconstruction using mutual information.,,,,FALSE,statisticalNetworkReconstructionMethod,,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-7-S1-S7,
MRNET,An information theoretic method to infer gene expression networks.,,,,FALSE,statisticalNetworkReconstructionMethod,,https://www.ncbi.nlm.nih.gov/pubmed/18354736,
C3NET,Method to infer causal relationships in gene expression networks with mutual information.,,,,FALSE,statisticalNetworkReconstructionMethod,,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-4-132,
MEGENA,Multiscale Embedded Gene Co-expression Network Analysis,,,,FALSE,statisticalNetworkReconstructionMethod,,http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1004574,
WINA,,,,,FALSE,statisticalNetworkReconstructionMethod,,,
statisticalNetworkReconstructionMethod,,"Weighted correlation network analysis, SPARROW, Lasso, ridge, GENIE3, TIGRESS, ARACNE, MRNET, C3NET, MEGENA, WINA",,,TRUE,analysis,,,
limma,"Data analysis, linear models and differential expression for microarray data.",,,,FALSE,differentialExpressionMethod,,http://www.ebi.ac.uk/efo/swo/SWO_0000593,
sleuth,Differential expression analysis incorporating quantification uncertainty.,,,,FALSE,differentialExpressionMethod,,https://www.nature.com/articles/nmeth.4324,
Cuffdiff 2,Differential expression analysis of transcripts.,,,,FALSE,differentialExpressionMethod,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869392/,
edgeR,Estimation and Testing for Differential Expression in Multiple Digital Gene Expression Libraries.,,,,FALSE,differentialExpressionMethod,,http://www.ebi.ac.uk/efo/swo/SWO_0000527,
DESeq2,"A method for differential analysis of count data, using shrinkage estimation for dispersions and fold changes.",,,,FALSE,differentialExpressionMethod,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4302049/,
differentialExpressionMethod,Method used to test for differentially expressed genes or isoforms.,"limma, sleuth, Cuffdiff 2, edgeR, DESeq2",,,TRUE,analysis,,,
Burrows-Wheeler technique,Burrows Wheeler Alignment algorithm.,,,,FALSE,alignmentMethod,,http://purl.obolibrary.org/obo/ERO_0100332,
Bowtie,A memory efficient short read alignment algorithm.,,,,FALSE,alignmentMethod,,https://www.ncbi.nlm.nih.gov/pubmed/19261174,
Bowtie 2,A memory efficient short read alignment algorithm.,,,,FALSE,alignmentMethod,,https://www.nature.com/articles/nmeth.1923,
SNAPR,A pipeline for short read alignment and downstream analyses.,,,,FALSE,alignmentMethod,,https://www.ncbi.nlm.nih.gov/pubmed/29270443,
GSNAP,Method to detect complex variants and splicing in short read sequencing.,,,,FALSE,alignmentMethod,,https://academic.oup.com/bioinformatics/article/26/7/873/212606,
TopHat,Method to align short read sequencing for outputs such as splice junction detection.,,,,FALSE,alignmentMethod,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2672628/,
MOSAIC,Segmentation alignment method for DNA alignment.,,,,FALSE,alignmentMethod,,https://www.ncbi.nlm.nih.gov/pubmed/11238079,
NovoAlign,Short read sequencing alignment method.,,,,FALSE,alignmentMethod,,http://www.novocraft.com/products/novoalign/,
OLego,Alignment method to detect de novo mapping of spliced mRNA-Seq reads.,,,,FALSE,alignmentMethod,,https://www.ncbi.nlm.nih.gov/pubmed/23571760,
STAR,Software based on a previously undescribed RNA-seq alignment algorithm that uses sequential maximum mappable seed search in uncompressed suffix arrays followed by seed clustering and stitching procedure.,,,,FALSE,alignmentMethod,,https://academic.oup.com/bioinformatics/article/29/1/15/272537,
alignmentMethod,DNA or RNA sequence alignment method,"Burrows-Wheeler technique, Bowtie, Bowtie 2, SNAPR, GSNAP, TopHat, MOSAIC, NovoAlign, OLego, STAR",,,TRUE,analysis,,,
CRISPR-Cas9,Genome manipulation technique to incorporate or delete arbitrary sequence features into germline cells.,,,,FALSE,validationMethod,,http://science.sciencemag.org/content/346/6213/1258096.full,
RNAi,"The process in which double-stranded RNAs silence cognate genes. Involves posttranscriptional gene inactivation ('silencing') both of transgenes or dsRNA introduced into a germline, and of the host gene(s) homologous to the transgenes or dsRNA. This silencing is triggered by the introduction of transgenes or double-stranded RNA (dsRNA), and can occur through a specific decrease in the level of mRNA, or by negative regulation of translation, of both host genes and transgenes.",,,,FALSE,validationMethod,,http://purl.obolibrary.org/obo/GO_0016246,
shRNA,Short hairpin RNA (shRNA) can be used to achieve stable knockdown of gene expression. shRNA molecules are cloned into lentiviral or other vectors and expressed by a pol III type promoter.,,,,FALSE,validationMethod,,http://www.bioassayontology.org/bao#BAO_0000323,
validationMethod,Method to test targeted sequence level hypothesis.,"CRISPR-Cas9, RNAi, shRNA",,,TRUE,analysis,,,
Fisher's exact test,"Fisher's exact test is a data transformation used to determine if there are nonrandom associations between two Fisher's exact test is a statistical significance test used in the analysis of contingency tables where sample sizes are small where the significance of the deviation from a null hypothesis can be calculated exactly, rather than relying on an approximation that becomes exact in the limit as the sample size grows to infinity, as with many statistical tests.",,,,FALSE,enrichmentMethod,,http://purl.obolibrary.org/obo/OBI_0200176,
DAVID,All tools in the DAVID Bioinformatics Resources aim to provide functional interpretation of large lists of genes derived from genomic studies.,,,,FALSE,enrichmentMethod,,https://david.ncifcrf.gov,
GSEA,A method to identify pathway enrichment in a sample set of genes.,,,,FALSE,enrichmentMethod,,http://www.pnas.org/content/102/43/15545,
Enrichr,A comprehensive resource for curated gene sets and a search engine that accumulates biological knowledge for further biological discoveries.,,,,FALSE,enrichmentMethod,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4987924/,
ssGSEA,A single sample extension of GSEA that allows one to define an enrichment score that represents the degree of absolute enrichment of a gene set in each sample within a given data set.,,,,FALSE,enrichmentMethod,,https://www.ncbi.nlm.nih.gov/pubmed/19847166,
GSVA,A GSE method that estimates variation of pathway activity over a sample population in an unsupervised manner.,,,,FALSE,enrichmentMethod,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3618321/,
enrichmentMethod,,"Fisher's exact test, DAVID, GSEA, Enrichr, ssGSEA, GSVA",,,TRUE,analysis,,,
Variant calling,"Identify and map genomic alterations, including single nucleotide polymorphisms, short indels and structural variants, in a genome sequence.",,,,FALSE,analysisType,,http://edamontology.org/operation_3227,
Sequence alignment,Alignment of reads to a reference genome,,,,FALSE,analysisType,,http://edamontology.org/operation_0292,
genotype imputation,The statistical inference of unobserved genotypes.,,,,FALSE,analysisType,,https://www.ncbi.nlm.nih.gov/pubmed/17572673,
DNA methylation imputation,The statistical inference of unobserved DNA methylation marks.,,,,FALSE,analysisType,,https://dx.doi.org/10.1534/genetics.115.185967,
Polygenic Risk Scores,A sample level estimate of the genetic component of disease risk based on genome-wide association studies.,,,,FALSE,analysisType,,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003348,
Enrichment analysis,Over-representation analysis.,,,,FALSE,analysisType,,http://edamontology.org/operation_3501,
statistical network reconstruction,Learning network relationships between genes based on their coexpression patterns.,,,,FALSE,analysisType,,http://bioontology.org/ontologies/BiomedicalResourceOntology.owl#Signaling_Network_Reconstruction,
differential expression,Increased or decreased expression between two conditions.,,,,FALSE,analysisType,,http://uri.neuinfo.org/nif/nifstd/nlx_qual_100810,
expression quantitative trait loci detection,A stretch of DNA at a particular chromosomal location that is able to regulate the expression of a specific mRNA or protein.,,,,FALSE,analysisType,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C113415,
outlier detection,An observation in a data set that is numerically distant from the rest of the data.,,,,FALSE,analysisType,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C79083,
covariate specification,"A variable specification that specifies a variable used in statistical analysis to correct, adjust, or modify the values of a dependent variable; an independent variable not manipulated by the investigator",,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/OBCS_0000040,
hidden confounder detection,Identification of a hidden or latent variable that may be inflating the type I error rate due to mutual correlation between dependent and independent variable that are being tested.,,,,FALSE,analysisType,,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.0030161,
differential network anaysis,Identification of changes in coexpression patterns between two conditions.,,,,FALSE,analysisType,,http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1000616,
methylation quantitative trait loci detection,A stretch of DNA at a particular chromosomal location that is able to regulate the methylation of DNA.,,,,FALSE,analysisType,,,
network driver detection,Identification of drivers of disease based on network analyses.,,,,FALSE,analysisType,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4194029/,
principal component analysis,Principal Component Analysis: Mathematical procedure that transforms a number of possibly correlated variables into a smaller number of uncorrelated variables called principal components.,,,,FALSE,analysisType,,http://purl.bioontology.org/ontology/MESH/D025341,
Genome-Wide Association,"An analysis comparing the allele frequencies of all available (or a whole GENOME representative set of) polymorphic markers in unrelated patients with a specific symptom or disease condition, and those of healthy controls to identify markers associated with a specific disease or condition.",,,,FALSE,analysisType,,http://purl.bioontology.org/ontology/MESH/D055106,
Clustering,Group together some data entities on the basis of similarities such that entities in the same group (cluster) are more similar to each other than to those in other groups (clusters).,,,,FALSE,analysisType,,http://edamontology.org/operation_3432,
Supervised Machine Learning,A machine learning paradigm used to make predictions about future instances based on a given set of labeled paired input-output training (sample) data.,,,,FALSE,analysisType,,http://purl.bioontology.org/ontology/MESH/D000069553,
batch effect correction,Adjustment of variable of interest for batch effects.,,,,FALSE,analysisType,,https://www.ncbi.nlm.nih.gov/pubmed/16632515,
ANOVA,ANOVA or analysis of variance is a data transformation in which a statistical test of whether the means of several groups are all equal.,,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/OBI_0200201,
variancePartition,Identification of percentage variance explained of a dependent variable by multiple classes of independent variables.,,,,FALSE,analysisType,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5123296/,
visualization,"Resource that provides access to tools for graphical, interactive, multimodal and multidimensional data and result visualization.",,,,FALSE,analysisType,,http://bioontology.org/ontologies/BiomedicalResourceOntology.owl#Visualization,
transcript quantification,Quantification of the abundunce of specific gene expression transcript isoforms.,,,,FALSE,analysisType,,https://www.nature.com/articles/nbt.3519,
somatic mutation calling,Identification of de-novo mutations in somatic cells.,,,,FALSE,analysisType,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4803342/,
peak calling,"An inferential statistical data analysis to identify protein-binding regions in a genome sequence from the data generated from a ChIP-sequencing or ChIP-chip experiment. When the protein is a transcription factor, the region is a transcription factor binding site (TFBS).",,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/OBCS_0000167,
Copy number estimation,Estimate the number of copies of loci of particular gene(s) in DNA sequences typically from gene-expression profiling technology based on microarray hybridisation-based experiments.,,,,FALSE,analysisType,,http://edamontology.org/operation_3233,
Gene expression comparison,Comparison of gene expression profiles.,,,,FALSE,analysisType,,http://edamontology.org/operation_0315,
de-novo assembly,Assembly of reference sequence from short read sequences without external reference genome build.,,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/GENEPIO_0001628,
correlation,"The degree to which two or more quantities or events are linearly associated, a statistical relation between two or more variables such that systematic changes in the value of one variable are accompanied by systematic changes in the others.",,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/NCIT_C48834,
network analysis,"A data transformation that takes as input data that describes biological networks in terms of the node (a.k.a. vertex) and edge graph elements and their characteristics and generates as output properties of the constituent nodes and edges, the sub-graphs, and the entire network.",,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/OBI_0200080,
purity,"A quantitative assessment of the homogeneity or uniformity of a mixture. Alternatively, purity refers to the degree of being free of contaminants or heterogeneous components",,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/NCIT_C62352,
dose response study,A study of the effect of dose changes on the efficacy of a drug in order to determine the dose-response relationship and optimal dose of a therapy.,,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/NCIT_C127803,
assessment,"The final result of a determination of the value, significance, or extent of.",,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/NCIT_C25217,
quality control,A technique used to ensure a certain level of quality in a product or service.,,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/ERO_0001219,
comparison,The examination of two or more people or things in order to detect similarities and differences.,,,,FALSE,analysisType,,http://purl.obolibrary.org/obo/NCIT_C49156,
data normalization,,,,,FALSE,analysisType,,https://www.ebi.ac.uk/ols/ontologies/swo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fswo%2Fobjective%2FSWO_7000015,
genotypeAncestry,model genetic ancestry from SNP data,,,,FALSE,analysisType,,http://www.compgen.pitt.edu/GemTools/GemTools.htm,
search engine output files,These files contain the data and metadata generated by the software (called search engines) used for performing the identification and quantification of peptides and proteins.,,,,FALSE,analysisType,,https://web.archive.org/web/20191213022828/https://www.ebi.ac.uk/training/online/course/proteomexchange-submissions-pride/how-submit-data-proteomexchange-pride/proteomics-data-forma,
analysisType,,"Variant calling, Sequence alignment, genotype imputation, DNA methylation imputation, Polygenic Risk Scores, Enrichment analysis, statistical network reconstruction, differential expression, expression quantitative trait loci detection, outlier detection, covariate specification, hidden confounder detection, differential network anaysis, methylation quantitative trait loci detection, network driver detection, principal component analysis, Genome-Wide Association, Clustering, Supervised Machine Learning, batch effect correction, ANOVA, variancePartition, visualization, transcript quantification, somatic mutation calling, peak calling, Copy number estimation, Gene expression comparison, de-novo assembly, correlation, network analysis, purity, dose response study, assessment, quality control, comparison, data normalization, genotypeAncestry, search engine output files",,,TRUE,analysis,,,
scatter plot,"A scatterplot is a graph which uses Cartesian coordinates to display values for two variables for a set of data. The data is displayed as a collection of points, each having the value of one variable determining the position on the horizontal axis and the value of the other variable determining the position on the vertical axis.",,,,FALSE,visualizationMethod,,http://purl.obolibrary.org/obo/IAO_0000184,
heatmap,A graphical representation of data where the values taken by a variable in a two-dimensional map are represented as colors.,,,,FALSE,visualizationMethod,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78549,
bar chart,The bart chart is a graph resulting from plotting rectangular bars with lengths proportional to the values that they represent.,,,,FALSE,visualizationMethod,,http://purl.obolibrary.org/obo/STATO_0000166,
visualizationMethod,The format in which data is visually displayed.,"scatter plot, heatmap, bar chart",,,TRUE,analysis,,,
penalized regression,A regression model with a parametric constraint on the allowable solution space.,,,,FALSE,supervisedLearningMethod,,https://statweb.stanford.edu/~tibs/lasso/lasso.pdf,
random forest,A method to build an ensemble of decisions trees for classification or regression models.,,,,FALSE,supervisedLearningMethod,,http://ect.bell-labs.com/who/tkh/publications/papers/odt.pdf,
support vector machine,A support vector machine is a data transformation with a class prediction objective based on the construction of a separating hyperplane that maximizes the margin between two data sets of vectors in n-dimensional space.,,,,FALSE,supervisedLearningMethod,,http://purl.obolibrary.org/obo/OBI_0000700,
deep learning,Rebranded artificial neural networks.,,,,FALSE,supervisedLearningMethod,,https://www.ncbi.nlm.nih.gov/pubmed/25462637,
boosting,An ensemble meta algorithm to average over many predictions to reduce bias and variance in predictions.,,,,FALSE,supervisedLearningMethod,,https://web.archive.org/web/20150119081741/http://oz.berkeley.edu/~breiman/arcall96.pdf,
bagging,"An ensemble method to stabilize predictions, improve accuracy, and reduce variance for regression or decision tree models.",,,,FALSE,supervisedLearningMethod,,https://link.springer.com/article/10.1007%2FBF00058655,
naive Bayes,A classification model that assumes independence of predictors and uses Bayes theorem predict outcomes.,,,,FALSE,supervisedLearningMethod,,http://engr.case.edu/ray_soumya/mlrg/optimality_of_nb.pdf,
Gaussian process regression,A non parametric kernel based supervised learning regression method.,,,,FALSE,supervisedLearningMethod,,http://www.inference.org.uk/itprnn/book.pdf,
elastic net,Elastic net is a shrinkage and selection regression method that linearly combines the L1 and L2 penalties of the lasso and ridge methods.,,,,FALSE,supervisedLearningMethod,,http://purl.enanomapper.org/onto/ENM_8000083,
supervisedLearningMethod,An algorithm to fit a model to make predictions of future outcomes based past data.,"penalized regression, random forest, support vector machine, deep learning, boosting, bagging, naive Bayes, Gaussian process regression, elastic net",,,TRUE,analysis,,,
sageCommunity,,,,,FALSE,,,,
experimentalData,"Any file derived from or pertaining to a scientific experiment. experimentalData annotations should be applied, possibly disease-related",,,,FALSE,resourceType,,Sage Bionetworks,
curatedData,"Any file derived from or pertaining a manually or programatically curated data resource. Examples include: reference sequences, drug information databases, identifier maps",,,,FALSE,resourceType,,Sage Bionetworks,
analysis,"Any file derived from analysis such that the analysis annotations might apply, possibly disease-related",,,,FALSE,resourceType,,Sage Bionetworks,
tool,"Any file or link that represents a tool, model, or algorithm; the tool annotations could be applied",,,,FALSE,resourceType,,Sage Bionetworks,
report,"a document assembled by an author for the purpose of providing information for the audience. A report is the output of a documenting process and has the objective to be consumed by a specific audience. Topic of the report is on something that has completed. A report is not a single figure. Examples of reports are journal article, patent application, grant progress report, case report (not patient record).",,,,FALSE,resourceType,,http://purl.obolibrary.org/obo/IAO_0000088,
resourceType,The type of resource being stored and annotated,"experimentalData, curatedData, analysis, tool, report",,,TRUE,sageCommunity,,,
CTF,Childrens' Tumor Foundation,,,,FALSE,fundingAgency,,http://www.ctf.org,
NIH-NCI,National Institutes of Health - National Cancer Institute,,,,FALSE,fundingAgency,,https://www.cancer.gov,
NTAP,Neurofibromatosis Therapeutic Acceleration Program,,,,FALSE,fundingAgency,,http://www.n-tap.org,
NIH-NIA,National Institutes of Health - National Institute of Aging,,,,FALSE,fundingAgency,,https://www.nia.nih.gov,
NIH-NIMH,National Institutes of Health - National Institute of Mental Health,,,,FALSE,fundingAgency,,https://www.nimh.nih.gov,
AACR,American Association for Cancer Research,,,,FALSE,fundingAgency,,http://www.aacr.org,
fundingAgency,The organization providing financial support for generation of this data.,"CTF, NIH-NCI, NTAP, NIH-NIA, NIH-NIMH, AACR",,,TRUE,sageCommunity,,,
CMC,CommonMind Consortium,,,,FALSE,consortium,,https://www.synapse.org/cmc,
PEC,PsychENCODE Consortium,,,,FALSE,consortium,,https://www.synapse.org/pec,
AMP-AD,Accelerating Medicines Partnership-Alzheimer's Disease,,,,FALSE,consortium,,https://adknowledgeportal.synapse.org/,
MODEL-AD,Model Development and Evaluation for Late Onset AD,,,,FALSE,consortium,,https://adknowledgeportal.synapse.org/,
M2OVE-AD,Molecular Mechanisms of the Vascular Etiology of Alzheimer's Disease ,,,,FALSE,consortium,,https://adknowledgeportal.synapse.org/,
Resilience-AD,Interdisciplinary Research to Understand the Complex Biology of Resilience to Alzheimer's Disease Risk,,,,FALSE,consortium,,https://adknowledgeportal.synapse.org/,
BSMN,Brain Somatic Mosaicism Network,,,,FALSE,consortium,,https://www.synapse.org/bsmn,
CSBC,Cancer Systems Biology Consortium,,,,FALSE,consortium,,https://csbconsortium.org/,
PSON,Physical Science in Oncology,,,,FALSE,consortium,,https://physics.cancer.gov/,
GENIE,Genomics Evidence Neoplasia Information Exchange,,,,FALSE,consortium,,http://www.aacr.org/Research/Research/Pages/aacr-project-genie.aspx#.WOQS9RIrKF0,
Synodos,Data derived from a CTF-Funded Synodos project,,,,FALSE,consortium,,https://www.synapse.org/ctf,
DHART SPORE,Data from the D-HART SPORE,,,,FALSE,consortium,,http://www.synapse.org/dhart,
consortium,The name of the consortium,"CMC, PEC, AMP-AD, MODEL-AD, M2OVE-AD, Resilience-AD, BSMN, CSBC, PSON, GENIE, Synodos, DHART SPORE, Not Applicable",,,TRUE,sageCommunity,,,
Synapse Table,Table hosted at synapse.org,,,,FALSE,fileFormat,,https://docs.synapse.org/articles/tables.html,
bash script,Bash Shell Script,,,,FALSE,fileFormat,,https://en.wikipedia.org/wiki/Shell_script,
bedgraph,Holds a tab-delimited chromosome /start /end / datavalue dataset. The bedGraph format allows display of continuous-valued data in track format. This display type is useful for probability scores and transcriptome data,,,,FALSE,fileFormat,,http://edamontology.org/format_3583,
idx,,,,,FALSE,fileFormat,,,
idat,Proprietary file format for (raw) BeadArray data used by genomewide profiling platforms from Illumina Inc. This format is output directly from the scanner and stores summary intensities for each probe-type on an array.,,,,FALSE,fileFormat,,http://edamontology.org/format_3578,
bam,"BAM format, the binary, BGZF-formatted compressed version of SAM format for alignment of nucleotide sequences (e.g. sequencing reads) to (a) reference sequence(s)",,,,FALSE,fileFormat,,http://edamontology.org/format_2572,
bai,BAM indexing format,,,,FALSE,fileFormat,,http://edamontology.org/format_3327,
excel,Microsoft Excel spreadsheet format,,,,FALSE,fileFormat,,,
powerpoint,Microsoft Powerpoint slide format,,,,FALSE,fileFormat,,,
tif,"Tagged Image File Format, abbreviated TIFF or TIF, is a computer file format for storing raster graphics images",,,,FALSE,fileFormat,,https://en.wikipedia.org/wiki/TIFF,
png,PNG is a file format for image compression,,,,FALSE,fileFormat,,http://edamontology.org/format_3603,
doc,Microsoft Word document format,,,,FALSE,fileFormat,,,
pdf,Portable Document Format,,,,FALSE,fileFormat,,http://edamontology.org/format_3508,
hdf,"Hierarchical Data Format (HDF) is a set of file formats (HDF4, HDF5) designed to store and organize large amounts of data",,,,FALSE,fileFormat,,https://en.wikipedia.org/wiki/Hierarchical_Data_Format,
fasta,"FASTA format is a text-based format for representing either nucleotide sequences or peptide sequences, in which nucleotides or amino acids are represented using single-letter codes",,,,FALSE,fileFormat,,https://en.wikipedia.org/wiki/FASTA_format,
fastq,FASTQ format is a text-based format for storing both a biological sequence (usually nucleotide sequence) and its corresponding quality scores. Both the sequence letter and quality score are each encoded with a single ASCII character for brevity,,,,FALSE,fileFormat,,https://en.wikipedia.org/wiki/FASTQ_format,
sam,Sequence Alignment/Map (SAM) format for alignment of nucleotide sequences (e.g. sequencing reads) to (a) reference sequence(s),,,,FALSE,fileFormat,,http://edamontology.org/format_2573,
vcf,"Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation)",,,,FALSE,fileFormat,,http://edamontology.org/format_3016,
bcf,"BCF, the binary version of Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation)",,,,FALSE,fileFormat,,http://edamontology.org/format_3016,
maf,"Multiple Alignment Format (MAF) supporting alignments of whole genomes with rearrangements, directions, multiple pieces to the alignment, and so forth",,,,FALSE,fileFormat,,http://edamontology.org/format_3008,
bed,"Browser Extensible Data (BED) format of sequence annotation track, typically to be displayed in a genome browser",,,,FALSE,fileFormat,,http://edamontology.org/format_3003,
chp,CHP file contains probe set analysis results generated from Affymetrix software,,,,FALSE,fileFormat,,,
cel,Format of Affymetrix data file of information about (raw) expression levels of the individual probes,,,,FALSE,fileFormat,,http://edamontology.org/format_1638,
sif,SIF (simple interaction file) Format - a network/pathway format used for instance in cytoscape,,,,FALSE,fileFormat,,http://edamontology.org/format_3619,
tsv,Tabular data represented as tab-separated values in a text file,,,,FALSE,fileFormat,,http://edamontology.org/format_3475,
csv,Tabular data represented as comma-separated values in a text file,,,,FALSE,fileFormat,,http://edamontology.org/format_3752,
txt,Textual format,,,,FALSE,fileFormat,,http://edamontology.org/format_2330,
plink,Any Plink file format (MAP/PED/BED/BIM/FAM),,,,FALSE,fileFormat,,https://www.cog-genomics.org/plink2/formats,
bigwig,bigWig format for large sequence annotation tracks that consist of a value for each sequence position,,,,FALSE,fileFormat,,http://edamontology.org/format_3006,
wiggle,Wiggle format (WIG) of a sequence annotation track that consists of a value for each sequence position,,,,FALSE,fileFormat,,http://edamontology.org/format_3005,
gct,"Tab-delimited text files of GenePattern that contain a column for each sample, a row for each gene, and an expression value for each gene in each sample",,,,FALSE,fileFormat,,http://edamontology.org/format_3709,
bgzip,Blocked GNU Zip format,,,,FALSE,fileFormat,,http://edamontology.org/format_3615,
zip,zip is a format standard of a digital entity that is conformant with the PKWARE .ZIP file format specification,,,,FALSE,fileFormat,,http://purl.obolibrary.org/obo/OBI_0000325,
seg,SEG file (segmented data, .seg or .cbs) is a tab-delimited text file that lists loci and associated numeric values,,,,FALSE,fileFormat,,https://software.broadinstitute.org/software/igv/SEG
html,HTML format,,,,FALSE,fileFormat,,http://edamontology.org/format_2331,
mov,A video file format with the .mov extension,,,,FALSE,fileFormat,,Sage Bioenetworks,
hyperlink,"A reference (link) from some point in one hypertext document to another document, another place in the same document, or a website.",,,,FALSE,fileFormat,,http://purl.obolibrary.org/obo/NCIT_C47919,
svs,"A single-file pyramidal tiled TIFF, with non-standard metadata and compression.",,,,FALSE,fileFormat,,https://openslide.org/formats/aperio/,
md,Markdown (MD) is a lightweight markup language with plain text formatting syntax,,,,FALSE,fileFormat,,https://en.wikipedia.org/wiki/Markdown,
flagstat,Output of samtools flagstat tool,,,,FALSE,fileFormat,,,
gtf,Gene transfer format (GTF) is a file format used to hold information about gene structure,,,,FALSE,fileFormat,,https://en.wikipedia.org/wiki/Gene_transfer_format,
raw,Proprietary file format for mass spectrometry data from Thermo Scientific,,,,FALSE,fileFormat,,http://edamontology.org/format_3712,
msf,Proprietary mass-spectrometry format of Thermo Scientific's ProteomeDiscoverer software,,,,FALSE,fileFormat,,http://edamontology.org/format_3702,
rmd,markdown document specific to r analyses,,,,FALSE,fileFormat,,http://rmarkdown.rstudio.com/developer_document_templates.html,
bed narrowPeak,"This format is used to provide called peaks of signal enrichment based on pooled, normalized (interpreted) data. It is a BED6+4 format.",,,,FALSE,fileFormat,,http://genome.ucsc.edu/FAQ/FAQformat.html#format12,
bed broadPeak,"This format is used to provide called regions of signal enrichment based on pooled, normalized (interpreted) data. It is a BED 6+3 format.",,,,FALSE,fileFormat,,http://genome.ucsc.edu/FAQ/FAQformat.html#format13,
bed gappedPeak,"This format is used to provide called regions of signal enrichment based on pooled, normalized (interpreted) data where the regions may be spliced or incorporate gaps in the genomic sequence. It is a BED12+3 format.",,,,FALSE,fileFormat,,http://genome.ucsc.edu/FAQ/FAQformat.html#format14,
avi,AVI files can contain both audio and video data in a file container that allows synchronous audio-with-video playback.,,,,FALSE,fileFormat,,https://en.wikipedia.org/wiki/Audio_Video_Interleave,
pzfx,"A PZFX file is a Prism project created by GraphPad Prism, a scientific application used to analyze and graph data. It contains project data including graphs and layouts, notes, and tables.",,,,FALSE,fileFormat,,https://fileinfo.com/extension/pzfx,
fig,"Line drawing saved in the Xfig format; stored as a vector image that may include lines, shapes, arcs, splines, arrows, and text objects; may also include images, colors, and patterns.",,,,FALSE,fileFormat,,https://fileinfo.com/extension/fig,
xml,eXtensible Markup Language (XML) format.,,,,FALSE,fileFormat,,http://edamontology.org/format_2332,
tar,tape archive,,,,FALSE,fileFormat,,https://en.wikipedia.org/wiki/Tar_(computing),
R script,R Script,,,,FALSE,fileFormat,,Sage Bionetworks,
abf,The Axon™ Binary File format (ABF) was created for the storage of binary experimental data.,,,,FALSE,fileFormat,,https://mdc.custhelp.com/euf/assets/content/ABFHelp.pdf,
