Attribute,Description,Valid Values,Requires,Properties,Required,Parent,Requires Component,Source
progressive supranuclear palsy,"A movement disease that is characterized by serious and progressive problems with control of gait and balance, along with complex eye movement and thinking problems. It involves gradual deterioration and death of specific volumes of the brain.",,,,FALSE,primaryDiagnosis,,http://purl.obolibrary.org/obo/DOID_678
Prostate Cancer,A male reproductive organ cancer that is located_in the prostate.,,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_10283
Schizophrenia,"A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.",,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000692
Skin Cancer,An integumentary system cancer located_in the skin that is the uncontrolled growth of abnormal skin cells.,,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_4159
Tourette Syndrome,Neurologic disorder manifested particularly by motor and vocal tics and associated with behavioral abnormalities. ,,,,FALSE,primaryDiagnosis,,http://identifiers.org/omim/137580
primaryDiagnosisDetail,Subgroup of primary diagnosis (DSM 5 or ICD 10 code),,,,FALSE,PsychENCODE,,
race,Race,,,,FALSE,PsychENCODE,,
raceDetail,Race Detail,,,,FALSE,PsychENCODE,,
readLength,The length of the read,,,,FALSE,PsychENCODE,,
readPair,The read of origin,"1, 2",,,FALSE,PsychENCODE,,
readStrandOrigin,The strand from which the read originates in a strand-specific protocol,"forward, reverse",,,FALSE,PsychENCODE,,
forward,Read 1 (or unpaired read) comes from the forward strand and read 2 (if applicable) comes from the reverse strand; equivalent to Tophat 'fr-secondstrand' type,,,,FALSE,readStrandOrigin,,Sage Bionetworks
reverse,Read 1 (or unpaired read) comes from the reverse strand and read 2 (if applicable) comes from the forward strand; equivalent to Tophat 'fr-firststrand' type,,,,FALSE,readStrandOrigin,,Sage Bionetworks
referenceSet,"A set of references (e.g., canonical assembled contigs) which defines a common coordinate space for comparing reference-aligned experimental data.","GRCh37, GRCh38, HRC, MMUL1.0",,,FALSE,PsychENCODE,,
GRCh37,Genome Reference Consortium Human Build 37,,,,FALSE,referenceSet,,https://www.ncbi.nlm.nih.gov/assembly/GCF_000001405.13/
GRCh38,Genome Reference Consortium Human Build 38,,,,FALSE,referenceSet,,https://www.ncbi.nlm.nih.gov/assembly/GCF_000001405.26
HRC,Human haplotype reference panel,,,,FALSE,referenceSet,,http://www.haplotype-reference-consortium.org
MMUL1.0,Ensemble preliminary assembly Macaca mulatta,,,,FALSE,referenceSet,,https://jul2016.archive.ensembl.org/Macaca_mulatta/Info/Index
reportedGender,Gender as reported by the brain bank,"female, male, unknown",,,FALSE,PsychENCODE,,
female,Female,,,,FALSE,reportedGender,,
male,Male,,,,FALSE,reportedGender,,
unknown,Gender is not reported by the brain bank,,,,FALSE,reportedGender,,
reprogrammedCellType,Cell type specimen is modeling,,,,FALSE,PsychENCODE,,
resolution,Minimum nominal mass-over-charge(m/z) difference detectable,,,,FALSE,PsychENCODE,,
resourceType,The type of resource being stored and annotated,"analysis, curatedData, experimentalData, report, tool",,,FALSE,PsychENCODE,,
analysis,"Any file derived from analysis such that the analysis annotations might apply, possibly disease-related",,,,FALSE,resourceType,,Sage Bionetworks
curatedData,"Any file derived from or pertaining a manually or programatically curated data resource. Examples include: reference sequences, drug information databases, identifier maps",,,,FALSE,resourceType,,Sage Bionetworks
experimentalData,"Any file derived from or pertaining to a scientific experiment. experimentalData annotations should be applied, possibly disease-related",,,,FALSE,resourceType,,Sage Bionetworks
report,"A document assembled by an author for the purpose of providing information for the audience. A report is the output of a documenting process and has the objective to be consumed by a specific audience. Topic of the report is on something that has completed. A report is not a single figure. Examples of reports are journal article, patent application, grant progress report, case report (not patient record).",,,,FALSE,resourceType,,http://purl.obolibrary.org/obo/IAO_0000088
tool,"Any file or link that represents a tool, model, or algorithm; the tool annotations could be applied",,,,FALSE,resourceType,,Sage Bionetworks
RIN,RNA Integrity Number,,,,FALSE,PsychENCODE,,
rnaBatch,Batch RNA was isolated in,,,,FALSE,PsychENCODE,,
runType,,"pairedEnd, singleEnd",,,FALSE,PsychENCODE,,
pairedEnd,A library preparation that results in the creation of a library of the 5' and 3' ends of DNA or cDNA fragments using adaptors and endonucleases. The preparation may or may not include cloning process.,,,,FALSE,runType,,http://purl.obolibrary.org/obo/OBI_0001852
singleEnd,A library preparation that results in the creation of a library of 5' ends of DNA.,,,,FALSE,runType,,Sage Bionetworks
sampleID,Sample ID,,,,FALSE,PsychENCODE,,
sequencingBatch,Batch library was sequenced in,,,,FALSE,PsychENCODE,,
sexChromosome,Sex identified by SNP genotype,,,,FALSE,PsychENCODE,,
species,The name of a species (typically a taxonomic group) of organism.,"Drosophila melanogaster, Gallus gallus, Human, Mouse, Pan troglodytes, Rat, Rhesus macaque, Sus scrofa",,,FALSE,PsychENCODE,,
Drosophila melanogaster,Drosophila melanogaster with taxonomy ID: 7227 and Genbank common name: fruit fly,,,,FALSE,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=7227&lvl=3&p=has_linkout&p=blast_url&p=genome_blast&p=mapview&lin=f&keep=1&srchmode=1&unlock
Gallus gallus,"The common domestic fowl, Chicken.",,,,FALSE,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9031
Human,Homo sapiens with taxonomy ID: 9606 and Genbank common name: human,,,,FALSE,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9606&lvl=3&lin=f&keep=1&srchmode=1&unlock
Mouse,Mus musculus with taxonomy ID: 10090 and Genbank common name: house mouse,,,,FALSE,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10090&lvl=3&lin=f&keep=1&srchmode=1&unlock
Pan troglodytes,Pan troglodytes with taxonomy ID: 9598 and Genbank common name: chimpanzee,,,,FALSE,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9598&lvl=3&lin=f&keep=1&srchmode=1&unlock
Rat,Rattus with taxonomy ID: 10114 and inherited blast name: rodents,,,,FALSE,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10114&lvl=3&lin=f&keep=1&srchmode=1&unlock
Rhesus macaque,Macaca mulatta with taxonomy ID: 9544 and Genbank common name: Rhesus monkey,,,,FALSE,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9544&lvl=3&p=has_linkout&p=blast_url&p=genome_blast&p=mapview&lin=f&keep=1&srchmode=1&unlock
Sus scrofa,Sus scrofa with taxonomy ID: 9823 and Genbank common name: pig,,,,FALSE,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9823
specimenID,Identifying string linked to a particular sample or specimen,,,,FALSE,PsychENCODE,,
study,Study,"3Dchromatin, ASD-MSSM-IncRNA, BipSeq, BrainGVEX, BrainTF, BrainVar, CMC-PEC, CNON, DevBrain-snRNAseq, DopaModel, EpiDiff, EpiGABA, EpiMap, HumanFC, IncRNA Pilot, iPSC, iPSC-ASD, iPSC-HiC, iPSCNeuroDiff, IsoHuB, LIBD-WGBS, MouseHAL, NeuEnhancer, NeuREs, NHP-Chimpanzee, NHP-Macaque, SCZ-IncRNA, SingleCellRNAseq, TS-RNAseq, UCLA-ASD, WGBS Pilot, Yale-ASD",,,FALSE,PsychENCODE,,
terminalDifferentiationPoint,The terminal differentiation point (TD) of a cell in days.,,,,FALSE,PsychENCODE,,
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,"amygdala, amygdaloid complex, anterior cingulate cortex, blood, bone marrow, Buccal Mucosa, Buffy Coat, caudate nucleus, cerebellar cortex, cerebellum, cerebral cortex, cortical plate, dorsal pallium, Dorsal Root Ganglion, dorsolateral prefrontal cortex, embryonic tissue, forebrain, frontal cortex, frontal lobe, frontal pole, Head of caudate nucleus, hippocampus, inferior frontal gyrus, inferior temporal cortex, inferior temporal gyrus, inferolateral temporal cortex, insular cortex, medial dorsal nucleus of thalamus, medial frontal cortex, medial ganglionic eminence, medial orbital frontal cortex, medial prefrontal cortex, meninges, midbrain, middle frontal gyrus, middle temporal gyrus, nerve tissue, Not Applicable, nucleus accumbens, occipital visual cortex, olfactory neuroepithelium, orbitofrontal cortex, parahippocampal gyrus, plasma, posterior cingulate cortex, posterior inferior parietal cortex, posterior superior temporal cortex, posteroinferior parietal cortex, precentral gyrus, prefrontal cortex, primary auditory cortex, primary motor cortex, primary somatosensory cortex, primary tumor, primary visual cortex, putamen, serum, splenocyte, striatum, superior parietal lobe, superior temporal gyrus, temporal cortex, temporal pole, unspecified, ventrolateral prefrontal cortex, VZ/SVZ, whole brain",,,,,,
amygdala,The one of the four basal ganglia in each cerebral hemisphere that is part of the limbic system and consists of an almond-shaped mass of gray matter in the anterior extremity of the temporal lobe.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001042
amygdaloid complex,,,,,FALSE,tissue,,
anterior cingulate cortex,That portion of the cingulate cortex which is located within the frontal lobe (the remainder being in the parietal lobe).,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0004249
blood,A fluid that is composed of blood plasma and erythrocytes.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0000178
bone marrow,"The soft, fatty, vascular tissue that fills most bone cavities and is the source of red blood cells and many white blood cells.",,,,FALSE,tissue,,http://purl.obolibrary.org/obo/BTO_0000141
Buccal Mucosa,"The mucosal membranes located on the inside of the cheek, in the buccal cavity.The inner lining of the cheeks.",,,,FALSE,tissue,,http://purl.obolibrary.org/obo/NCIT_C12505
Buffy Coat,The middle layer of an anticoagulated blood specimen following separation by centrifugation. It contains most of the white blood cells and platelets.,,,,FALSE,tissue,,http://purl.obolibrary.org/obo/NCIT_C84507
caudate nucleus,Subcortical nucleus of telecephalic origin consisting of an elongated gray mass lying lateral to and bordering the lateral ventricle.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001873
cerebellar cortex,"The superficial gray matter of the cerebellum. It consists of three layers, the stratum moleculare, stratum granulosum, and stratum purkinjense.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000043
cerebellum,Part of the metencephalon that lies in the posterior cranial fossa behind the brain stem.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002037
cerebral cortex,The thin layer of gray matter on the surface of the cerebral hemisphere that develops from the telencephalon.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0000956
cortical plate,The outer neural tube region in which post-mitotic neuroblasts migrate along radial glia to form the adult cortical layers,,,,FALSE,tissue,,http://purl.obolibrary.org/obo/UBERON_0005343
dorsal pallium,Subdivision of pallium that is located dorsally,,,,FALSE,tissue,,http://purl.obolibrary.org/obo/UBERON_0014740
Dorsal Root Ganglion,Ganglion with sensory function within the vertebral column.,,,,FALSE,tissue,,http://purl.obolibrary.org/obo/NCIT_C12462
dorsolateral prefrontal cortex,"Broadly-defined, consists of the lateral portions of Brodmann areas 9 - 12, of areas 45, 46, and the superior part of area 47.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0009834
embryonic tissue,A portion of tissue that is part of an embryo.,,,,FALSE,tissue,,http://purl.obolibrary.org/obo/UBERON_0005291
forebrain,The most anterior region the brain including both the telencephalon and diencephalon.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001890
frontal cortex,"Anterior portion of the neocortex, lying anterior to the central sulcus in humans. It is bounded by the parietal cortex posteriorly and the temporal cortex laterally",,,,FALSE,tissue,,http://purl.obolibrary.org/obo/UBERON_0001870
frontal lobe,Frontal lobe is the anterior-most of five lobes of the cerebral hemisphere. It is bounded by the central sulcus on its posterior border and by the longitudinal cerebral fissure on its medial border.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016525
frontal pole,Component of the frontal lobe. The rostral and caudal boundaries of the frontal pole are the superior frontal gyrus and the rostral division of the middle frontal gyrus respectively (Christine Fennama-Notestine).,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002795
Head of caudate nucleus,,,,,FALSE,tissue,,http://purl.obolibrary.org/obo/FMA_61852
hippocampus,A curved elongated ridge that extends over the floor of the descending horn of each lateral ventricle of the brain and consists of gray matter covered on the ventricular surface with white matter.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000601
inferior frontal gyrus,"Component of the frontal lobe, lateral aspect. The rostral boundary is the first appearance of the inferior frontal sulcus whereas the caudal boundary is the precentral gyrus. The medial and lateral boundaries are the lateral bank of the inferior frontal sulcus and the medial bank of the lateral orbital sulcus and/or the circular insular sulcus respectively (Christein Fennema-Notestine).",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002998
inferior temporal cortex,Inferior Temporal (IT) Cortex is the cerebral cortex on the inferior convexity of the temporal lobe in primates including humans.,,,,FALSE,tissue,,http://www.scholarpedia.org/article/Inferior_temporal_cortex
inferior temporal gyrus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the inferior temporal sulcus whereas the caudal boundary is designated as the temporo-occipital incisure on the cortical surface.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002751
inferolateral temporal cortex,,,,,FALSE,tissue,,
insular cortex,insular cortex,,,,FALSE,tissue,,http://purl.obolibrary.org/obo/UBERON_0034891
medial dorsal nucleus of thalamus,A large nucleus in the thalamus. It receives inputs from the Pre-Frontal Cortex and the Limbic System and in turn relays them to the Pre-Frontal Association Cortex. ,,,,FALSE,tissue,,http://purl.obolibrary.org/obo/UBERON_0002739
medial frontal cortex,Component of the orbtial frontal cortex. The rostral boundary is the first slice where the medial orbital gyrus became visible whereas the caudal boundary is the disappearance of the medial orbital gyrus/gyrus rectus.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022352
medial ganglionic eminence,"A distinct elevation of a transient proliferating cell mass of the fetal subventricular zone; this mass contributes most of its cells to the neocortex; however, hippocampal neurons, thalamus, septum and olfactory bulb neurons are also partly derived from the MGE.",,,,FALSE,tissue,,http://purl.obolibrary.org/obo/UBERON_0004024
medial orbital frontal cortex,Component of the orbtial frontal cortex. The rostral boundary is the first slice where the medial orbital gyrus became visible whereas the caudal boundary is the disappearance of the medial orbital gyrus/gyrus rectus.,,,,FALSE,tissue,,http://www.ebi.ac.uk/ols/ontologies/UBERON/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022352
medial prefrontal cortex,"The medial prefrontal cortex (mPFC) is composed of granular cortical areas (medial areas 9 and 10) and agranular regions (areas 24, 25, and 32)",,,,FALSE,tissue,,https://en.wikipedia.org/wiki/Prefrontal_cortex#Subdivisions
meninges,The three thin layers of tissue that cover and protect the brain and spinal cord.,,,,FALSE,tissue,,https://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0024758/
midbrain,"the middle division of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes a ventral part containing the cerebral peduncles and a dorsal tectum containing the corpora quadrigemina and that surrounds the aqueduct of Sylvius connecting the third and fourth ventricles.",,,,FALSE,tissue,,http://purl.obolibrary.org/obo/UBERON_0001891
middle frontal gyrus,"Component of the frontal lobe, lateral aspect",,,,FALSE,tissue,,http://purl.obolibrary.org/obo/UBERON_0002702
middle temporal gyrus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the superior temporal sulcus whereas the caudal boundary is the temporo-occipital incisure on the cortical surface.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002771
nerve tissue,"Portion of tissue in the nervous system which consists of neurons and glial cells, and may also contain parts of the vasculature.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0003714
Not Applicable,,,,,FALSE,tissue,,
nucleus accumbens,A region of the brain consisting of a collection of neurons located in the forebrain ventral to the caudate and putamen (caudoputamen in rodent).,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001882
occipital visual cortex,The area of the occipital lobe of the cerebral cortex concerned with vision.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001857
olfactory neuroepithelium,"Composed of receptor and supporting cells and olfactory glands of Bowman, located in the superior part of the nasal cavities.",,,,FALSE,tissue,,https://www.medilexicon.com/dictionary/60061
orbitofrontal cortex,The region of the cerebral cortex covering the basal surface of the frontal lobes.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0004167
parahippocampal gyrus,"A long convolution on the medial surface of the temporal lobe, forming the lower part of the fornicate gyrus, extending from behind the splenium corporis callosi forward along the dentate gyrus of the hippocampus from which it is demarcated by the hippocampal fissure.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0004380
plasma,"Plasma is the fluid (noncellular) portion of the circulating blood, as distinguished from the serum that is the fluid portion of the blood obtained by removal of the fibrin clot and blood cells after coagulation.",,,,FALSE,tissue,,http://purl.obolibrary.org/obo/NCIT_C13356
posterior cingulate cortex,Component of the cingulate cortex. The rostral and caudal extent were the caudal anterior and the isthmus divisions of the cingulate cortex respectively.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022353
posterior inferior parietal cortex,,,,,FALSE,tissue,,Sage Bionetworks
posterior superior temporal cortex,,,,,FALSE,tissue,,
posteroinferior parietal cortex,"Gray matter of the parietal region of the neocortex, located in the parietal lobe of gyrencephalic animals.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016530
precentral gyrus,Component of the frontal lobe. The appearance and disappearance of the central sulcus is the rostral and caudal boundaries of the precentral gyrus respectively.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002703
prefrontal cortex,"The prefrontal cortex is the anterior part of the frontal lobes of the brain, lying in front of the motor and premotor areas.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0002807
primary auditory cortex,The part of the auditory cortex that is located on the superior temporal gyrus in the temporal lobe and receives point-to-point input from the ventral division of the medial geniculate complex.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0034751
primary motor cortex,,,,,FALSE,tissue,,
primary somatosensory cortex,The part of the cerebral cortex that receives projections from the motor thalamus and which projects to motor neurons in the brainstem and spinal cord.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001384
primary tumor,"A primary tumor is the tumor at the initial site of cancer, not where the cancer may have spread or metastasized, called the secondary tumor.",,,,FALSE,tissue,,https://cancergenome.nih.gov/cancersselected/biospeccriteria
primary visual cortex,A subdivision of the cytoarchitecturally defined occipital region of cerebral cortex in the human.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002436
putamen,"Subcortical nucleus of telencephalic , which together with the caudate nucleus, forms the striatum.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001874
serum,Liquid derived from blood plasma that has clotting factors removed.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001977
splenocyte,Any leukocyte that is part of a spleen.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_2000074
striatum,"A region of the forebrain consisting of the caudate nucleus, putamen and fundus striati.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002435
superior parietal lobe,A superficial feature of the parietal lobe that extends from the dorsal surface of the superior parietal lobule across the margin of the parietal lobe into the precuneus.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0026724
superior temporal gyrus,"Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the ssuperior temporal sulcus. The caudal boundary is the cauday portion of the superior temporal gyrus (posterior to becoming continuous with the supramarginal gyrus).",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002769
temporal cortex,"Gray matter of the temporal region of the neocortex, located in the temporal lobe in gyrencephalic animals.",,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016538
temporal pole,Anterior component of the temporal lobe (rostral boundary) extends caudally to the entorhinal cortex.,,,,FALSE,tissue,,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002576
unspecified,Unspecified tissue or tissues from an organ.,,,,FALSE,tissue,,Sage Bionetworks
ventrolateral prefrontal cortex,"Is part of the prefrontal cortex, located on the inferior frontal gyrus, bounded superiorly by the inferior frontal sulcus and inferiorly by the lateral sulcus.",,,,FALSE,tissue,,https://en.wikipedia.org/wiki/Ventrolateral_prefrontal_cortex
VZ/SVZ,VZ/SVZ (ventricular zone/subventricular zone) are proliferative transient zones situated near the surface of the cerebral lateral ventricles,,,,FALSE,tissue,,Sage Bionetworks
whole brain,Brain tissue not limited to a specific region.,,,,FALSE,tissue,,Sage Bionetworks
TMTType,Specifies how TMT reporter ions are quantified,,,,FALSE,PsychENCODE,,
totalReads,Number of reads in the input FASTQ file,,,,FALSE,PsychENCODE,,
transposaseBatch,Transposition reaction batch,,,,FALSE,PsychENCODE,,
treatmentType,,"clozapine, haloperidol, levetiracetam, placebo",,,FALSE,PsychENCODE,,
clozapine,A second generation antipsychotic used in the treatment of psychiatric disorders like schizophrenia.,,,,FALSE,treatmentType,,http://purl.obolibrary.org/obo/CHEBI_3766
haloperidol,A compound composed of a central piperidine structure with hydroxy and p-chlorophenyl substituents at position 4 and an N-linked p-fluorobutyrophenone moiety,,,,FALSE,treatmentType,,http://purl.obolibrary.org/obo/CHEBI_5613
levetiracetam,"A pyrrolidinone and carboxamide that is N-methylpyrrolidin-2-one in which one of the methyl hydrogens is replaced by an aminocarbonyl group, while another is replaced by an ethyl group (the S enantiomer). An anticonvulsant, it is used for the treatment of epilepsy in both human and veterinary medicine.",,,,FALSE,treatmentType,,http://purl.obolibrary.org/obo/CHEBI_6437
placebo,A negative reference substance is a reference role in which the substance playing the reference substance role is physically similar in appearance to the test substance,,,,FALSE,treatmentType,,http://purl.obolibrary.org/obo/OBI_0000169
validBarcodeReads,QC metric,,,,FALSE,PsychENCODE,,
validHiCContacts,Percentage of reads as valid Hi-C interactions (QC metric),,,,FALSE,PsychENCODE,,
vendor,Commercial or institutional source of a component used in an assay,,,,FALSE,PsychENCODE,,
